_folder,_backend,download_time [seconds],job_execution_time [seconds],processing_time [seconds],queue_time [seconds],submit_time [seconds],tiff_count [files],total_time [seconds]
openeo_vito_be_bratislava_10km_2020_vito_20250624110002,VITO,35.59001016616821,256.2867043018341,180.63312,53.702516,0.7742416858673096,24,293.66744446754456
openeo_vito_be_bratislava_10km_2020_vito_20250624140002,VITO,38.86349534988403,319.79794096946716,241.832841,53.851809,0.5109758377075195,24,360.1685652732849
openeocloud_vito_be_bratislava_10km_2020_openeo_platform_20250621162303,openEO Platform,37.0248327255249,239.70873641967773,181.292631,37.133862,1.721217155456543,24,279.2020697593689
openeocloud_vito_be_bratislava_10km_2020_openeo_platform_20250621184425,openEO Platform,34.15418982505798,288.5406377315521,152.633806,86.741225,2.251344919204712,24,325.866295337677
openeocloud_vito_be_bratislava_10km_2020_openeo_platform_20250621222813,openEO Platform,44.18864417076111,309.11441826820374,181.872789,64.252971,2.537869691848755,24,357.1332151889801
openeocloud_vito_be_bratislava_10km_2020_openeo_platform_20250622063052,openEO Platform,33.94315028190613,264.69320845603943,182.922961,62.716393,2.0670154094696045,24,302.04254961013794
openeocloud_vito_be_bratislava_10km_2020_openeo_platform_20250623165501,openEO Platform,,,,,1.8713738918304443,0,4.491745233535767
openeocloud_vito_be_bratislava_10km_2020_openeo_platform_20250623195501,openEO Platform,,,,,1.540468454360962,0,4.827801942825317
openeocloud_vito_be_bratislava_10km_2020_openeo_platform_20250623225501,openEO Platform,,,,,1.0392541885375977,0,3.3087878227233887
openeocloud_vito_be_bratislava_10km_2020_openeo_platform_20250624015502,openEO Platform,37.79225277900696,231.14395785331726,154.184461,63.09411,1.7909228801727295,24,271.68685960769653
openeocloud_vito_be_bratislava_10km_2020_openeo_platform_20250624045501,openEO Platform,39.860947608947754,262.2278754711151,181.281848,56.157052,1.4027621746063232,24,304.9939568042755
openeocloud_vito_be_bratislava_10km_2020_openeo_platform_20250624075502,openEO Platform,39.628512144088745,322.8481035232544,242.743242,54.849712,1.2336692810058594,24,364.80259895324707
openeocloud_vito_be_bratislava_10km_2020_openeo_platform_20250624105501,openEO Platform,35.067853689193726,327.01185965538025,242.817271,63.925874,1.7968697547912598,24,365.34154772758484
openeocloud_vito_be_bratislava_10km_2020_openeo_platform_20250624135501,openEO Platform,44.1053249835968,233.029287815094,179.824698,28.735632,1.59946870803833,24,280.4575524330139
