block,run_id,timestamp,crs_strategy,workflow,extent_size,run_type,resolution_m,dataset,dem_format,dem_layout,asset_bytes,queue_time,processing_time,job_execution_time,download_time,total_time,preprocessing_time,credits,cpu_seconds,input_pixels_mp,output_crs,local_resampling,git_commit,status,error,mae,rmse,anfragen,uebertragen
C,1068,2026-08-26T14:29:28.092214,local_preprocessing,merge_add,large,cold,10.0,dem,gtiff,cog,108290973,35.951026,253.176844,294.500479221344,113.83625197410583,421.60357642173767,12.181210994720459,6.0,1002.0,567.875,32633,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,success,,62.815316239426934,132.484826237734,1593,81144966.0
C,1069,2026-08-26T14:39:27.337234,local_preprocessing,merge_add,large,hot,10.0,dem,gtiff,cog,108290973,41.080624,251.3751,295.0696060657501,119.5963146686554,427.6873183250427,11.876604557037354,6.0,1071.0,567.875,32633,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,success,,62.815316239426934,132.484826237734,1593,81144966.0
C,1070,2026-08-26T14:48:18.148425,local_preprocessing,merge_add,large,hot,10.0,dem,gtiff,cog,108290973,41.541996,247.442117,291.93418884277344,114.25337886810303,420.18546891212463,12.611429929733276,6.0,1062.0,567.875,32633,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,success,,62.815316239426934,132.484826237734,1593,81144966.0
C,1071,2026-08-26T14:58:27.563643,local_preprocessing,merge_add,large,hot,10.0,dem,gtiff,cog,108290973,46.447369,246.303392,301.82150316238403,110.82400226593018,426.3028817176819,12.291856527328491,6.0,813.0,567.875,32633,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,success,,62.815316239426934,132.484826237734,1593,81144966.0
C,1072,2026-08-26T15:07:24.553957,local_preprocessing,merge_add,large,hot,10.0,dem,gtiff,cog,108290973,41.243049,252.354805,296.56716084480286,116.24354457855225,425.88846588134766,11.725505352020264,6.0,1002.0,567.875,32633,bilinear,e91de86abb60370d6583580fcd1ae960798fb728,success,,62.815316239426934,132.484826237734,1593,81144966.0
C,1076,2026-08-26T18:40:18.263244,onthefly,merge_add,xlarge,cold,10.0,dem,,,,51.722317,,296.2329213619232,,297.5349657535553,,,,,,,2f6a5fd228354a2bcc8c4dbd6d62b0ae126d16e1,failed,Job ended with status: error,,,0,
C,1077,2026-08-26T18:45:20.584730,onthefly,merge_add,xlarge,hot,10.0,dem,,,,49.123513,,298.84874272346497,,300.8441607952118,,,,,,,2f6a5fd228354a2bcc8c4dbd6d62b0ae126d16e1,failed,Job ended with status: error,,,0,
C,1078,2026-08-26T18:49:23.064395,onthefly,merge_add,xlarge,hot,10.0,dem,,,,51.723569,,240.4421844482422,,241.55865669250488,,,,,,,2f6a5fd228354a2bcc8c4dbd6d62b0ae126d16e1,failed,Job ended with status: error,,,0,
C,1079,2026-08-26T18:54:17.654416,onthefly,merge_add,xlarge,hot,10.0,dem,,,,46.807008,,292.6910526752472,,293.6948823928833,,,,,,,2f6a5fd228354a2bcc8c4dbd6d62b0ae126d16e1,failed,Job ended with status: error,,,0,
C,1080,2026-08-26T18:59:21.614690,onthefly,merge_add,xlarge,hot,10.0,dem,,,,51.797576,,301.6980652809143,,303.0703954696655,,,,,,,2f6a5fd228354a2bcc8c4dbd6d62b0ae126d16e1,failed,Job ended with status: error,,,0,
C+D,1081,2026-08-26T19:09:12.346518,local_preprocessing,merge_add,xlarge,cold,10.0,dem,gtiff,cog,107287357,82.916057,242.331925,333.09429359436035,109.77871251106262,462.4028012752533,18.34035015106201,8.0,1656.0,1982.012939453125,32633,bilinear,2f6a5fd228354a2bcc8c4dbd6d62b0ae126d16e1,success,,,,1615,80787177.0
C+D,1082,2026-08-26T19:20:23.595836,local_preprocessing,merge_add,xlarge,hot,10.0,dem,gtiff,cog,107287357,25.848953,325.084225,358.3092360496521,103.59815669059753,480.2428596019745,17.29472255706787,7.0,1236.0,1982.012939453125,32633,bilinear,2f6a5fd228354a2bcc8c4dbd6d62b0ae126d16e1,success,,,,1615,80787177.0
C+D,1083,2026-08-26T19:31:13.342094,local_preprocessing,merge_add,xlarge,hot,10.0,dem,gtiff,cog,107287357,25.95563,305.092665,338.3060357570648,112.08017134666443,469.012802362442,17.22882843017578,7.0,1470.0,1982.012939453125,32633,bilinear,2f6a5fd228354a2bcc8c4dbd6d62b0ae126d16e1,success,,,,1615,80787177.0
C+D,1084,2026-08-26T19:41:05.156091,local_preprocessing,merge_add,xlarge,hot,10.0,dem,gtiff,cog,107287357,33.838918,299.372373,335.81968235969543,109.88134431838989,463.8172628879547,17.001383304595947,7.0,1491.0,1982.012939453125,32633,bilinear,2f6a5fd228354a2bcc8c4dbd6d62b0ae126d16e1,success,,,,1615,80787177.0
C+D,1085,2026-08-26T19:51:23.352692,local_preprocessing,merge_add,xlarge,hot,10.0,dem,gtiff,cog,107287357,20.708585,308.518527,336.71804428100586,124.42419576644897,479.34497451782227,16.623576402664185,6.0,1158.0,1982.012939453125,32633,bilinear,2f6a5fd228354a2bcc8c4dbd6d62b0ae126d16e1,success,,,,1615,80787177.0
C,1087,2026-08-26T21:19:20.239276,onthefly,merge_add,xxlarge,cold,10.0,dem,,,,52.193438,,536.7837653160095,,538.7738208770752,,,,,,,528679632aa64b576c5aea2adad03e37bf51beb5,failed,Job ended with status: error,,,0,
C,1088,2026-08-26T21:29:18.845560,onthefly,merge_add,xxlarge,hot,10.0,dem,,,,58.385629,,595.9528703689575,,597.074746131897,,,,,,,528679632aa64b576c5aea2adad03e37bf51beb5,failed,Job ended with status: error,,,0,
C,1089,2026-08-26T21:38:17.188880,onthefly,merge_add,xxlarge,hot,10.0,dem,,,,41.757046,,536.0938041210175,,537.2993614673615,,,,,,,528679632aa64b576c5aea2adad03e37bf51beb5,failed,Job ended with status: error,,,0,
C,1090,2026-08-26T21:47:24.053141,onthefly,merge_add,xxlarge,hot,10.0,dem,,,,52.191183,,544.6824402809143,,545.8894908428192,,,,,,,528679632aa64b576c5aea2adad03e37bf51beb5,failed,Job ended with status: error,,,0,
C,1091,2026-08-26T21:56:37.610115,onthefly,merge_add,xxlarge,hot,10.0,dem,,,,51.60455,,551.1367104053497,,552.7246522903442,,,,,,,528679632aa64b576c5aea2adad03e37bf51beb5,failed,Job ended with status: error,,,0,
C,1092,2026-08-26T22:21:34.682944,local_preprocessing,merge_add,xxlarge,cold,10.0,dem,gtiff,cog,629655630,26.036988,608.688158,639.1977417469025,552.2748372554779,1288.2126724720001,94.54817581176758,18.0,4857.0,6742.1923828125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,9222,471317886.0
C,1093,2026-08-26T22:51:35.033991,local_preprocessing,merge_add,xxlarge,hot,10.0,dem,gtiff,cog,629655630,41.257705,619.780307,668.7187790870667,600.525648355484,1356.9818704128265,86.52834939956665,19.0,5094.0,6742.1923828125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,13870,711887203.0
C,1094,2026-08-26T23:22:03.048283,local_preprocessing,merge_add,xxlarge,hot,10.0,dem,gtiff,cog,629655630,36.000123,606.854378,650.765834569931,524.2735507488251,1262.580857038498,86.41631174087524,18.0,4950.0,6742.1923828125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,13870,711887203.0
C,1095,2026-08-26T23:52:19.360073,local_preprocessing,merge_add,xxlarge,hot,10.0,dem,gtiff,cog,629655630,56.869936,603.599474,668.1902031898499,536.7855274677277,1292.2388458251953,85.85101652145386,17.0,4566.0,6742.1923828125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,9222,471317886.0
C,1096,2026-08-27T00:19:48.541043,local_preprocessing,merge_add,xxlarge,hot,10.0,dem,gtiff,cog,629655630,62.299172,600.45696,666.4598503112793,510.96678733825684,1263.5794196128845,85.07839918136597,19.0,5130.0,6742.1923828125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,13701,699479956.0
D,1097,2026-08-27T09:12:01.750767,local_preprocessing,merge_add,xlarge,cold,10.0,dem,gtiff,striped,421419084,36.138523,473.599227,517.2375421524048,140.43914484977722,669.3531672954559,10.493220329284668,8.0,1965.0,1982.012939453125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,10284,422388369.0
D,1098,2026-08-27T09:31:21.946557,local_preprocessing,merge_add,xlarge,hot,10.0,dem,gtiff,striped,421419084,36.154069,572.629246,616.9254603385925,125.4161479473114,766.606565952301,23.24901556968689,8.0,1929.0,1982.012939453125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,10284,422388369.0
D,1099,2026-08-27T09:50:48.961477,local_preprocessing,merge_add,xlarge,hot,10.0,dem,gtiff,striped,421419084,40.895524,528.417224,572.7089371681213,128.49536776542664,713.0401313304901,10.696077823638916,11.0,2625.0,1982.012939453125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,10284,422388369.0
D,1100,2026-08-27T10:09:11.119036,local_preprocessing,merge_add,xlarge,hot,10.0,dem,gtiff,striped,421419084,15.322787,527.659423,551.2215521335602,130.29758977890015,694.5566194057465,11.968455791473389,9.0,2070.0,1982.012939453125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,10284,422388369.0
D,1101,2026-08-27T10:27:46.783774,local_preprocessing,merge_add,xlarge,hot,10.0,dem,gtiff,striped,421419084,41.677181,515.962509,561.1774208545685,144.83727431297302,718.3882932662964,11.14762568473816,9.0,2010.0,1982.012939453125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,10284,422388369.0
D,1102,2026-08-27T10:45:48.019836,local_preprocessing,merge_add,xlarge,cold,10.0,dem,gtiff,tiled_uncompressed,430034568,35.911281,455.797439,499.79315400123596,141.77975344657898,654.996744632721,12.23196530342102,8.0,1896.0,1982.012939453125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,6593,431009078.0
D,1103,2026-08-27T11:01:46.132034,local_preprocessing,merge_add,xlarge,hot,10.0,dem,gtiff,tiled_uncompressed,430034568,15.394632,453.678637,478.046795129776,174.58419156074524,665.5384674072266,11.76079797744751,10.0,2322.0,1982.012939453125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,6593,431009078.0
D,1104,2026-08-27T11:17:11.744079,local_preprocessing,merge_add,xlarge,hot,10.0,dem,gtiff,tiled_uncompressed,430034568,48.733804,371.259666,423.51252007484436,144.92034602165222,580.8640828132629,11.093976497650146,8.0,1839.0,1982.012939453125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,6593,431009078.0
D,1105,2026-08-27T11:34:23.375988,local_preprocessing,merge_add,xlarge,hot,10.0,dem,gtiff,tiled_uncompressed,430034568,46.694395,459.126611,514.6362612247467,151.07415413856506,679.4905531406403,11.363844156265259,8.0,1728.0,1982.012939453125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,6593,431009078.0
D,1106,2026-08-27T11:51:09.610628,local_preprocessing,merge_add,xlarge,hot,10.0,dem,gtiff,tiled_uncompressed,430034568,61.751689,457.083871,523.0904607772827,141.26281571388245,677.2395529747009,11.743788480758667,8.0,1926.0,1982.012939453125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,6593,431009078.0
D,1107,2026-08-27T12:04:58.720504,local_preprocessing,merge_add,xlarge,cold,10.0,dem,netcdf,striped,421529886,41.603652,277.606149,323.08010172843933,148.35110592842102,484.1151821613312,11.137184619903564,7.0,1191.0,1982.0218505859375,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,63,423840092.0
D,1108,2026-08-27T12:17:40.278257,local_preprocessing,merge_add,xlarge,hot,10.0,dem,netcdf,striped,421529886,46.620264,376.646733,426.8091356754303,169.14435505867004,608.6860644817352,11.555881261825562,6.0,951.0,1982.0218505859375,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,63,423840092.0
D,1109,2026-08-27T12:29:08.724664,local_preprocessing,merge_add,xlarge,hot,10.0,dem,netcdf,striped,421529886,46.200115,352.832977,403.255113363266,108.35267281532288,524.1042394638062,11.25558590888977,8.0,1719.0,1982.0218505859375,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,63,423840092.0
D,1110,2026-08-27T12:39:59.680283,local_preprocessing,merge_add,xlarge,hot,10.0,dem,netcdf,striped,421529886,61.771079,273.24468,337.2657799720764,167.89050602912903,517.550167798996,10.913638591766357,7.0,1440.0,1982.0218505859375,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,63,423840092.0
D,1111,2026-08-27T12:50:48.320187,local_preprocessing,merge_add,xlarge,hot,10.0,dem,netcdf,striped,421529886,41.27446,294.365975,338.9770748615265,154.1661262512207,505.3829782009125,10.864632368087769,7.0,1173.0,1982.0218505859375,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,63,423840092.0
D,1112,2026-08-27T13:03:03.453071,local_preprocessing,merge_add,xlarge,cold,10.0,dem,zarr,striped,422226964,25.900014,335.407634,365.2223927974701,145.9474799633026,548.8230223655701,36.54866981506348,7.0,1419.0,1980.5472412109375,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,768,1019224828.0
D,1113,2026-08-27T13:15:27.953012,local_preprocessing,merge_add,xlarge,hot,10.0,dem,zarr,striped,422226964,87.255425,348.514293,442.4886038303375,145.35956287384033,625.439647436142,35.40747952461243,8.0,1584.0,1980.5472412109375,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,768,1019224828.0
D,1114,2026-08-27T13:28:24.253705,local_preprocessing,merge_add,xlarge,hot,10.0,dem,zarr,striped,422226964,61.905544,380.834524,446.3805615901947,160.53680515289307,643.2147526741028,34.97572040557861,7.0,1410.0,1980.5472412109375,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,768,1019224828.0
D,1115,2026-08-27T13:39:24.331790,local_preprocessing,merge_add,xlarge,hot,10.0,dem,zarr,striped,422226964,20.690986,328.533551,352.8838679790497,141.45778727531433,531.5974493026733,35.25157022476196,8.0,1590.0,1980.5472412109375,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,768,1019224828.0
D,1116,2026-08-27T13:52:23.567096,local_preprocessing,merge_add,xlarge,hot,10.0,dem,zarr,striped,422226964,63.1428,283.830849,351.22740626335144,138.39190554618835,527.769834280014,36.51042699813843,7.0,1440.0,1980.5472412109375,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,768,1019224828.0
E,1117,2026-08-27T14:20:23.896435,local_preprocessing,merge_add,medium,cold,30.0,dem,gtiff,cog,427011,46.86148,61.473476,117.22952032089233,4.090252161026001,124.29746580123901,1.5934877395629883,4.0,108.0,2.3771724700927734,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,21,483529.0
E,1118,2026-08-27T14:24:25.678709,local_preprocessing,merge_add,medium,hot,30.0,dem,gtiff,cog,427011,46.391955,67.553675,117.75416111946106,7.297223329544067,128.61558032035828,1.5743589401245117,4.0,78.0,2.3771724700927734,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,21,483529.0
E,1119,2026-08-27T14:28:25.392106,local_preprocessing,merge_add,medium,hot,30.0,dem,gtiff,cog,427011,46.209658,66.62016,118.08778166770935,5.908376932144165,126.69010543823242,1.5709609985351562,4.0,162.0,2.3771724700927734,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,21,483529.0
E,1120,2026-08-27T14:33:35.046125,local_preprocessing,merge_add,medium,cold,60.0,dem,gtiff,cog,108630,41.563699,135.060168,185.18224215507507,5.570955276489258,193.36888432502747,1.5536916255950928,4.0,162.0,1.0320587158203125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,15,165142.0
E,1121,2026-08-27T14:37:26.253191,local_preprocessing,merge_add,medium,hot,60.0,dem,gtiff,cog,108630,41.237191,67.726609,117.56826758384705,7.727468252182007,127.88234210014343,1.4702303409576416,4.0,72.0,1.0320587158203125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,15,165142.0
E,1122,2026-08-27T14:42:30.615497,local_preprocessing,merge_add,medium,hot,60.0,dem,gtiff,cog,108630,47.598786,129.410135,182.56703758239746,5.695477485656738,191.21299695968628,1.6627979278564453,4.0,246.0,1.0320587158203125,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,15,165142.0
E,1123,2026-08-27T14:46:28.717940,local_preprocessing,merge_add,medium,cold,300.0,dem,gtiff,cog,5110,46.272545,72.356746,122.36456346511841,3.90803861618042,129.06337547302246,1.4978044033050537,4.0,108.0,0.7501029968261719,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,12,20852.0
E,1124,2026-08-27T14:51:32.845638,local_preprocessing,merge_add,medium,hot,300.0,dem,gtiff,cog,5110,99.510162,67.35261,175.48490166664124,4.133204936981201,182.76488399505615,1.6086616516113281,4.0,90.0,0.7501029968261719,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,12,20852.0
E,1125,2026-08-27T14:55:20.748731,local_preprocessing,merge_add,medium,hot,300.0,dem,gtiff,cog,5110,46.340906,62.22787,112.32684707641602,4.9553139209747314,119.82687449455261,1.4502160549163818,4.0,162.0,0.7501029968261719,32633,bilinear,528679632aa64b576c5aea2adad03e37bf51beb5,success,,,,12,20852.0
