Backends;URL;Timestamp;Response Time (ms);HTTP Code;Reason;Valid;Body Size (bytes)
earth-engine;https://earthengine.openeo.org/v1.0;1750465201.834225;139.58;200;OK;True;3765
mundialis;https://openeo.mundialis.de/api/v1.0;1750465201.834225;143.55;200;OK;True;1497
sentinel-hub;https://openeo.sentinel-hub.com/production;1750465201.834225;95.04;200;OK;True;2587
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo/processes;1750465201.834225;1314.3;200;OK;True;1170374
eodc;https://openeo.eodc.eu/openeo/1.2.0/processes;1750465201.834225;418.5;200;OK;True;344516
openeo-platform;https://openeocloud.vito.be/openeo/1.2/processes;1750465201.834225;279.18;200;OK;True;340380
vito;https://openeo.vito.be/openeo/processes;1750465201.834225;644.25;200;OK;True;1176966
EO4EU;https://umm-api.apps.eo4eu.eu/EO/processes;1750465201.834225;586.79;200;OK;True;145158
eurac;https://openeo.eurac.edu/processes;1750465201.834225;436.98;200;;True;142214
earth-engine;https://earthengine.openeo.org/v1.0/processes;1750465201.834225;184.32;200;OK;True;145158
mundialis;https://openeo.mundialis.de/api/v1.0/processes;1750465201.834225;162.83;200;OK;True;107511
sentinel-hub;https://openeo.sentinel-hub.com/production/processes;1750465201.834225;167.57;200;OK;True;174132
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo/collections;1750465201.834225;339.58;200;OK;True;39406
eodc;https://openeo.eodc.eu/openeo/1.2.0/collections;1750465201.834225;529.31;200;OK;True;157154
openeo-platform;https://openeocloud.vito.be/openeo/1.2/collections;1750465201.834225;245.52;200;OK;True;311375
vito;https://openeo.vito.be/openeo/collections;1750465201.834225;588.29;200;OK;True;184656
EO4EU;https://umm-api.apps.eo4eu.eu/EO/collections;1750465201.834225;1621.32;200;OK;True;2579286
eurac;https://openeo.eurac.edu/collections;1750465201.834225;534.47;200;;True;267222
earth-engine;https://earthengine.openeo.org/v1.0/collections;1750465201.834225;408.47;200;OK;True;2579286
mundialis;https://openeo.mundialis.de/api/v1.0/collections;1750465201.834225;141.21;200;OK;True;14684
sentinel-hub;https://openeo.sentinel-hub.com/production/collections;1750465201.834225;119.63;200;OK;True;140568
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/.well-known/openeo;1750465801.921942;212.41;200;OK;True;318
eodc;https://openeo.eodc.eu/.well-known/openeo;1750465801.921942;216.43;200;OK;True;188
openeo-platform;https://openeocloud.vito.be/.well-known/openeo;1750465801.921942;160.12;200;OK;True;285
vito;https://openeo.vito.be/.well-known/openeo;1750465801.921942;141.74;200;OK;True;270
EO4EU;https://umm-api.apps.eo4eu.eu/EO/.well-known/openeo;1750465801.921942;194.68;200;OK;True;98
eurac;https://openeo.eurac.edu/.well-known/openeo;1750465801.921942;235.29;200;;True;90
earth-engine;https://earthengine.openeo.org/.well-known/openeo;1750465801.921942;149.1;200;OK;True;101
mundialis;https://openeo.mundialis.de/.well-known/openeo;1750465801.921942;112.59;200;OK;True;104
sentinel-hub;https://openeo.sentinel-hub.com/production/.well-known/openeo;1750465801.921942;81.43;200;OK;True;109
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo;1750465801.921942;210.56;200;OK;True;3331
eodc;https://openeo.eodc.eu/openeo/1.2.0;1750465801.921942;199.3;200;OK;True;3332
openeo-platform;https://openeocloud.vito.be/openeo/1.2;1750465801.921942;779.63;200;OK;True;3790
vito;https://openeo.vito.be/openeo;1750465801.921942;195.35;200;OK;True;3469
EO4EU;https://umm-api.apps.eo4eu.eu/EO;1750465801.921942;213.92;200;OK;True;2264
eurac;https://openeo.eurac.edu;1750465801.921942;220.95;200;;True;1709
earth-engine;https://earthengine.openeo.org/v1.0;1750465801.921942;131.46;200;OK;True;3765
mundialis;https://openeo.mundialis.de/api/v1.0;1750465801.921942;137.48;200;OK;True;1497
sentinel-hub;https://openeo.sentinel-hub.com/production;1750465801.921942;103.63;200;OK;True;2587
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo/processes;1750465801.921942;1493.52;200;OK;True;1170374
eodc;https://openeo.eodc.eu/openeo/1.2.0/processes;1750465801.921942;414.84;200;OK;True;344516
openeo-platform;https://openeocloud.vito.be/openeo/1.2/processes;1750465801.921942;322.95;200;OK;True;340380
vito;https://openeo.vito.be/openeo/processes;1750465801.921942;666.6;200;OK;True;1176966
EO4EU;https://umm-api.apps.eo4eu.eu/EO/processes;1750465801.921942;573.25;200;OK;True;145158
eurac;https://openeo.eurac.edu/processes;1750465801.921942;409.98;200;;True;142214
earth-engine;https://earthengine.openeo.org/v1.0/processes;1750465801.921942;188.15;200;OK;True;145158
mundialis;https://openeo.mundialis.de/api/v1.0/processes;1750465801.921942;159.91;200;OK;True;107511
sentinel-hub;https://openeo.sentinel-hub.com/production/processes;1750465801.921942;153.41;200;OK;True;174132
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo/collections;1750465801.921942;233.95;200;OK;True;39406
eodc;https://openeo.eodc.eu/openeo/1.2.0/collections;1750465801.921942;514.5;200;OK;True;157154
openeo-platform;https://openeocloud.vito.be/openeo/1.2/collections;1750465801.921942;425.26;200;OK;True;311375
vito;https://openeo.vito.be/openeo/collections;1750465801.921942;252.65;200;OK;True;184656
EO4EU;https://umm-api.apps.eo4eu.eu/EO/collections;1750465801.921942;843.89;200;OK;True;2579286
eurac;https://openeo.eurac.edu/collections;1750465801.921942;540.7;200;;True;267222
earth-engine;https://earthengine.openeo.org/v1.0/collections;1750465801.921942;411.42;200;OK;True;2579286
mundialis;https://openeo.mundialis.de/api/v1.0/collections;1750465801.921942;88.74;200;OK;True;14684
sentinel-hub;https://openeo.sentinel-hub.com/production/collections;1750465801.921942;115.67;200;OK;True;140568
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/.well-known/openeo;1750466401.866509;241.11;200;OK;True;318
eodc;https://openeo.eodc.eu/.well-known/openeo;1750466401.866509;214.27;200;OK;True;188
openeo-platform;https://openeocloud.vito.be/.well-known/openeo;1750466401.866509;177.27;200;OK;True;285
vito;https://openeo.vito.be/.well-known/openeo;1750466401.866509;143.61;200;OK;True;270
EO4EU;https://umm-api.apps.eo4eu.eu/EO/.well-known/openeo;1750466401.866509;195.04;200;OK;True;98
eurac;https://openeo.eurac.edu/.well-known/openeo;1750466401.866509;232.7;200;;True;90
earth-engine;https://earthengine.openeo.org/.well-known/openeo;1750466401.866509;197.73;200;OK;True;101
mundialis;https://openeo.mundialis.de/.well-known/openeo;1750466401.866509;147.58;200;OK;True;104
sentinel-hub;https://openeo.sentinel-hub.com/production/.well-known/openeo;1750466401.866509;74.97;200;OK;True;109
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo;1750466401.866509;226.02;200;OK;True;3331
eodc;https://openeo.eodc.eu/openeo/1.2.0;1750466401.866509;205.79;200;OK;True;3332
openeo-platform;https://openeocloud.vito.be/openeo/1.2;1750466401.866509;833.98;200;OK;True;3790
vito;https://openeo.vito.be/openeo;1750466401.866509;229.27;200;OK;True;3469
EO4EU;https://umm-api.apps.eo4eu.eu/EO;1750466401.866509;180.26;200;OK;True;2264
eurac;https://openeo.eurac.edu;1750466401.866509;218.49;200;;True;1709
earth-engine;https://earthengine.openeo.org/v1.0;1750466401.866509;136.9;200;OK;True;3765
mundialis;https://openeo.mundialis.de/api/v1.0;1750466401.866509;149.11;200;OK;True;1497
sentinel-hub;https://openeo.sentinel-hub.com/production;1750466401.866509;114.6;200;OK;True;2587
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo/processes;1750466401.866509;1464.85;200;OK;True;1170374
eodc;https://openeo.eodc.eu/openeo/1.2.0/processes;1750466401.866509;408.88;200;OK;True;344516
openeo-platform;https://openeocloud.vito.be/openeo/1.2/processes;1750466401.866509;341.84;200;OK;True;340380
vito;https://openeo.vito.be/openeo/processes;1750466401.866509;805.92;200;OK;True;1176966
EO4EU;https://umm-api.apps.eo4eu.eu/EO/processes;1750466401.866509;674.96;200;OK;True;145158
eurac;https://openeo.eurac.edu/processes;1750466401.866509;452.3;200;;True;142214
earth-engine;https://earthengine.openeo.org/v1.0/processes;1750466401.866509;191.36;200;OK;True;145158
mundialis;https://openeo.mundialis.de/api/v1.0/processes;1750466401.866509;157.74;200;OK;True;107511
sentinel-hub;https://openeo.sentinel-hub.com/production/processes;1750466401.866509;168.23;200;OK;True;174132
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo/collections;1750466401.866509;211.41;200;OK;True;39406
eodc;https://openeo.eodc.eu/openeo/1.2.0/collections;1750466401.866509;448.46;200;OK;True;157154
openeo-platform;https://openeocloud.vito.be/openeo/1.2/collections;1750466401.866509;323.9;200;OK;True;311375
vito;https://openeo.vito.be/openeo/collections;1750466401.866509;243.16;200;OK;True;184656
EO4EU;https://umm-api.apps.eo4eu.eu/EO/collections;1750466401.866509;1654.47;200;OK;True;2579286
eurac;https://openeo.eurac.edu/collections;1750466401.866509;563.94;200;;True;267222
earth-engine;https://earthengine.openeo.org/v1.0/collections;1750466401.866509;1267.58;200;OK;True;2579286
mundialis;https://openeo.mundialis.de/api/v1.0/collections;1750466401.866509;89.13;200;OK;True;14684
sentinel-hub;https://openeo.sentinel-hub.com/production/collections;1750466401.866509;109.28;200;OK;True;140568
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/.well-known/openeo;1750467001.787927;220.8;200;OK;True;318
eodc;https://openeo.eodc.eu/.well-known/openeo;1750467001.787927;219.95;200;OK;True;188
openeo-platform;https://openeocloud.vito.be/.well-known/openeo;1750467001.787927;105.07;200;OK;True;285
vito;https://openeo.vito.be/.well-known/openeo;1750467001.787927;88.5;200;OK;True;270
EO4EU;https://umm-api.apps.eo4eu.eu/EO/.well-known/openeo;1750467001.787927;228.95;200;OK;True;98
eurac;https://openeo.eurac.edu/.well-known/openeo;1750467001.787927;223.1;200;;True;90
earth-engine;https://earthengine.openeo.org/.well-known/openeo;1750467001.787927;133.6;200;OK;True;101
mundialis;https://openeo.mundialis.de/.well-known/openeo;1750467001.787927;91.52;200;OK;True;104
sentinel-hub;https://openeo.sentinel-hub.com/production/.well-known/openeo;1750467001.787927;89.12;200;OK;True;109
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo;1750467001.787927;217.77;200;OK;True;3331
eodc;https://openeo.eodc.eu/openeo/1.2.0;1750467001.787927;198.92;200;OK;True;3332
openeo-platform;https://openeocloud.vito.be/openeo/1.2;1750467001.787927;604.98;200;OK;True;3790
vito;https://openeo.vito.be/openeo;1750467001.787927;131.81;200;OK;True;3469
EO4EU;https://umm-api.apps.eo4eu.eu/EO;1750467001.787927;181.81;200;OK;True;2264
eurac;https://openeo.eurac.edu;1750467001.787927;214.15;200;;True;1709
earth-engine;https://earthengine.openeo.org/v1.0;1750467001.787927;127.89;200;OK;True;3765
mundialis;https://openeo.mundialis.de/api/v1.0;1750467001.787927;169.73;200;OK;True;1497
sentinel-hub;https://openeo.sentinel-hub.com/production;1750467001.787927;94.32;200;OK;True;2587
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo/processes;1750467001.787927;1260.79;200;OK;True;1170374
eodc;https://openeo.eodc.eu/openeo/1.2.0/processes;1750467001.787927;410.47;200;OK;True;344516
openeo-platform;https://openeocloud.vito.be/openeo/1.2/processes;1750467001.787927;203.19;200;OK;True;340380
vito;https://openeo.vito.be/openeo/processes;1750467001.787927;314.81;200;OK;True;1176966
EO4EU;https://umm-api.apps.eo4eu.eu/EO/processes;1750467001.787927;586.42;200;OK;True;145158
eurac;https://openeo.eurac.edu/processes;1750467001.787927;448.83;200;;True;142214
earth-engine;https://earthengine.openeo.org/v1.0/processes;1750467001.787927;185.63;200;OK;True;145158
mundialis;https://openeo.mundialis.de/api/v1.0/processes;1750467001.787927;172.23;200;OK;True;107511
sentinel-hub;https://openeo.sentinel-hub.com/production/processes;1750467001.787927;124.65;200;OK;True;174132
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo/collections;1750467001.787927;216.45;200;OK;True;39406
eodc;https://openeo.eodc.eu/openeo/1.2.0/collections;1750467001.787927;474.44;200;OK;True;157154
openeo-platform;https://openeocloud.vito.be/openeo/1.2/collections;1750467001.787927;215.55;200;OK;True;311375
vito;https://openeo.vito.be/openeo/collections;1750467001.787927;175.85;200;OK;True;184656
EO4EU;https://umm-api.apps.eo4eu.eu/EO/collections;1750467001.787927;1433.84;200;OK;True;2579286
eurac;https://openeo.eurac.edu/collections;1750467001.787927;513.34;200;;True;267222
earth-engine;https://earthengine.openeo.org/v1.0/collections;1750467001.787927;471.77;200;OK;True;2579286
mundialis;https://openeo.mundialis.de/api/v1.0/collections;1750467001.787927;88.95;200;OK;True;14684
sentinel-hub;https://openeo.sentinel-hub.com/production/collections;1750467001.787927;131.12;200;OK;True;140568
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/.well-known/openeo;1750467602.03834;218.04;200;OK;True;318
eodc;https://openeo.eodc.eu/.well-known/openeo;1750467602.03834;283.9;200;OK;True;188
openeo-platform;https://openeocloud.vito.be/.well-known/openeo;1750467602.03834;81.58;200;OK;True;285
vito;https://openeo.vito.be/.well-known/openeo;1750467602.03834;91.9;200;OK;True;270
EO4EU;https://umm-api.apps.eo4eu.eu/EO/.well-known/openeo;1750467602.03834;208.72;200;OK;True;98
eurac;https://openeo.eurac.edu/.well-known/openeo;1750467602.03834;223.11;200;;True;90
earth-engine;https://earthengine.openeo.org/.well-known/openeo;1750467602.03834;119.41;200;OK;True;101
mundialis;https://openeo.mundialis.de/.well-known/openeo;1750467602.03834;94.59;200;OK;True;104
sentinel-hub;https://openeo.sentinel-hub.com/production/.well-known/openeo;1750467602.03834;88.46;200;OK;True;109
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo;1750467602.03834;204.94;200;OK;True;3331
eodc;https://openeo.eodc.eu/openeo/1.2.0;1750467602.03834;200.01;200;OK;True;3332
openeo-platform;https://openeocloud.vito.be/openeo/1.2;1750467602.03834;612.97;200;OK;True;3790
vito;https://openeo.vito.be/openeo;1750467602.03834;145.39;200;OK;True;3469
EO4EU;https://umm-api.apps.eo4eu.eu/EO;1750467602.03834;185.26;200;OK;True;2264
eurac;https://openeo.eurac.edu;1750467602.03834;217.02;200;;True;1709
earth-engine;https://earthengine.openeo.org/v1.0;1750467602.03834;138.03;200;OK;True;3765
mundialis;https://openeo.mundialis.de/api/v1.0;1750467602.03834;177.65;200;OK;True;1497
sentinel-hub;https://openeo.sentinel-hub.com/production;1750467602.03834;93.97;200;OK;True;2587
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo/processes;1750467602.03834;1129.08;200;OK;True;1170374
eodc;https://openeo.eodc.eu/openeo/1.2.0/processes;1750467602.03834;407.53;200;OK;True;344516
openeo-platform;https://openeocloud.vito.be/openeo/1.2/processes;1750467602.03834;223.16;200;OK;True;340380
vito;https://openeo.vito.be/openeo/processes;1750467602.03834;383.87;200;OK;True;1176966
EO4EU;https://umm-api.apps.eo4eu.eu/EO/processes;1750467602.03834;611.38;200;OK;True;145158
eurac;https://openeo.eurac.edu/processes;1750467602.03834;439.55;200;;True;142214
earth-engine;https://earthengine.openeo.org/v1.0/processes;1750467602.03834;222.71;200;OK;True;145158
mundialis;https://openeo.mundialis.de/api/v1.0/processes;1750467602.03834;191.88;200;OK;True;107511
sentinel-hub;https://openeo.sentinel-hub.com/production/processes;1750467602.03834;178.28;200;OK;True;174132
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo/collections;1750467602.03834;216.46;200;OK;True;39406
eodc;https://openeo.eodc.eu/openeo/1.2.0/collections;1750467602.03834;497.86;200;OK;True;157154
openeo-platform;https://openeocloud.vito.be/openeo/1.2/collections;1750467602.03834;210.99;200;OK;True;311375
vito;https://openeo.vito.be/openeo/collections;1750467602.03834;239.25;200;OK;True;184656
EO4EU;https://umm-api.apps.eo4eu.eu/EO/collections;1750467602.03834;1469.13;200;OK;True;2579286
eurac;https://openeo.eurac.edu/collections;1750467602.03834;512.88;200;;True;267222
earth-engine;https://earthengine.openeo.org/v1.0/collections;1750467602.03834;1811.4;200;OK;True;2579286
mundialis;https://openeo.mundialis.de/api/v1.0/collections;1750467602.03834;89.57;200;OK;True;14684
sentinel-hub;https://openeo.sentinel-hub.com/production/collections;1750467602.03834;128.95;200;OK;True;140568
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/.well-known/openeo;1750468201.944879;212.03;200;OK;True;318
eodc;https://openeo.eodc.eu/.well-known/openeo;1750468201.944879;208.65;200;OK;True;188
openeo-platform;https://openeocloud.vito.be/.well-known/openeo;1750468201.944879;104.17;200;OK;True;285
vito;https://openeo.vito.be/.well-known/openeo;1750468201.944879;98.2;200;OK;True;270
EO4EU;https://umm-api.apps.eo4eu.eu/EO/.well-known/openeo;1750468201.944879;201.95;200;OK;True;98
eurac;https://openeo.eurac.edu/.well-known/openeo;1750468201.944879;220.38;200;;True;90
earth-engine;https://earthengine.openeo.org/.well-known/openeo;1750468201.944879;146.63;200;OK;True;101
mundialis;https://openeo.mundialis.de/.well-known/openeo;1750468201.944879;100.6;200;OK;True;104
sentinel-hub;https://openeo.sentinel-hub.com/production/.well-known/openeo;1750468201.944879;73.22;200;OK;True;109
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo;1750468201.944879;233.45;200;OK;True;3331
eodc;https://openeo.eodc.eu/openeo/1.2.0;1750468201.944879;201.67;200;OK;True;3332
openeo-platform;https://openeocloud.vito.be/openeo/1.2;1750468201.944879;600.53;200;OK;True;3790
vito;https://openeo.vito.be/openeo;1750468201.944879;132.92;200;OK;True;3469
EO4EU;https://umm-api.apps.eo4eu.eu/EO;1750468201.944879;190.79;200;OK;True;2264
eurac;https://openeo.eurac.edu;1750468201.944879;222.99;200;;True;1709
earth-engine;https://earthengine.openeo.org/v1.0;1750468201.944879;131.16;200;OK;True;3765
mundialis;https://openeo.mundialis.de/api/v1.0;1750468201.944879;113.56;200;OK;True;1497
sentinel-hub;https://openeo.sentinel-hub.com/production;1750468201.944879;102.03;200;OK;True;2587
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo/processes;1750468201.944879;1674.66;200;OK;True;1170374
eodc;https://openeo.eodc.eu/openeo/1.2.0/processes;1750468201.944879;579.04;200;OK;True;344516
openeo-platform;https://openeocloud.vito.be/openeo/1.2/processes;1750468201.944879;311.17;200;OK;True;340380
vito;https://openeo.vito.be/openeo/processes;1750468201.944879;402.46;200;OK;True;1176966
EO4EU;https://umm-api.apps.eo4eu.eu/EO/processes;1750468201.944879;708.53;200;OK;True;145158
eurac;https://openeo.eurac.edu/processes;1750468201.944879;446.14;200;;True;142214
earth-engine;https://earthengine.openeo.org/v1.0/processes;1750468201.944879;186.36;200;OK;True;145158
mundialis;https://openeo.mundialis.de/api/v1.0/processes;1750468201.944879;199.55;200;OK;True;107511
sentinel-hub;https://openeo.sentinel-hub.com/production/processes;1750468201.944879;140.12;200;OK;True;174132
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo/collections;1750468201.944879;217.11;200;OK;True;39406
